NumeroControl,NombreCompleto,Promedio
2117v0805,Laura Sanchez,49
2117v0806,Uriel Matias,29
2117v0807,Pedro  Matias,40
2117v0808,Ali  Sanchez,32
2117v0809,Maria Hernandez,8
2117v0810,Maria Bautista,11
2117v0811,Laura Vite,61
2117v0812,Juan  Sanchez,36
2117v0813,Emilio  Martinez,87
2117v0814,Flor  Hernandez,43
2117v0815,Uriel de la cuz ,30
2117v0816,Said  Mede ,85
2117v0817,Emilio  Bautista,48
2117v0818,Pedro  Hernandez,52
2117v0819,Said  Ontiveros,12
2117v0820,Abelardo  Mede ,72
2117v0821,Flor  Bautista,75
2117v0822,Flor  Martinez,74
2117v0823,Said  Bautista,82
2117v0824,Emilio  Martinez,13
2117v0825,Maria Vite,78
2117v0826,Laura Mede ,59
2117v0827,Maria Vite,23
2117v0828,Flor  Mede ,8
2117v0829,Pedro  Martinez,4
2117v0830,Emilio  de la cuz ,82
2117v0831,Juan  Matias,49
2117v0832,Pedro  Hernandez,18
2117v0833,Flor  Bautista,25
2117v0834,Flor  Sanchez,24
2117v0835,Juan  Ontiveros,20
2117v0836,Emilio  de la cuz ,32
2117v0837,Pedro  Vite,95
2117v0838,Pedro  Mede ,73
2117v0839,Juan  Hernandez,12
2117v0840,Flor  Ontiveros,12
2117v0841,Juan  Vite,33
2117v0842,Uriel Bautista,74
2117v0843,Uriel Matias,8
2117v0844,Flor  Sanchez,28
2117v0845,Flor  Vite,63
2117v0846,Abelardo  Bautista,100
2117v0847,Said  Vite,24
2117v0848,Ali  Vite,20
2117v0849,Pedro  Martinez,97
2117v0850,Laura Hernandez,11
2117v0851,Pedro  Ontiveros,7
2117v0852,Pedro  Matias,35
2117v0853,Emilio  Sanchez,48
2117v0854,Abelardo  Bautista,74
2117v0855,Laura Bautista,51
2117v0856,Said  Bautista,7
2117v0857,Emilio  Matias,24
2117v0858,Emilio  Bautista,3
2117v0859,Juan  de la cuz ,81
2117v0860,Juan  Mede ,17
2117v0861,Ali  Martinez,67
2117v0862,Ali  Hernandez,100
2117v0863,Ali  Matias,46
2117v0864,Abelardo  Matias,13
2117v0865,Uriel Vite,57
2117v0866,Said  Matias,31
2117v0867,Flor  Hernandez,85
2117v0868,Abelardo  Martinez,76
2117v0869,Ali  Matias,64
2117v0870,Said  Matias,24
2117v0871,Pedro  Matias,62
2117v0872,Laura Santos,78
2117v0873,Emilio  Matias,64
2117v0874,Maria Martinez,35
2117v0875,Juan  Sanchez,83
2117v0876,Said  Santos,30
2117v0877,Pedro  Mede ,16
2117v0878,Juan  Sanchez,27
2117v0879,Emilio  Mede ,30
2117v0880,Uriel Santos,18
2117v0881,Said  Mede ,84
2117v0882,Flor  Sanchez,52
2117v0883,Maria Santos,61
2117v0884,Laura de la cuz ,36
2117v0885,Uriel Sanchez,7
2117v0886,Abelardo  de la cuz ,2
2117v0887,Emilio  Sanchez,48
2117v0888,Ali  Mede ,22
2117v0889,Laura Sanchez,75
2117v0890,Juan  Bautista,44
2117v0891,Emilio  Mede ,71
2117v0892,Maria Sanchez,33
2117v0893,Ali  de la cuz ,16
2117v0894,Said  Santos,66
2117v0895,Maria Ontiveros,94
2117v0896,Said  Santos,26
2117v0897,Ali  Bautista,52
2117v0898,Said  Ontiveros,1
2117v0899,Said  Sanchez,32
2117v0900,Ali  Matias,9
2117v0901,Uriel Hernandez,10
2117v0902,Said  Bautista,80
2117v0903,Juan  Santos,68
2117v0904,Ali  Mede ,81
2117v0905,Maria Vite,99
2117v0906,Flor  Sanchez,91
2117v0907,Abelardo  Matias,21
2117v0908,Said  Mede ,26
2117v0909,Flor  Matias,10
2117v0910,Ali  Santos,45
2117v0911,Said  Vite,1
2117v0912,Abelardo  Matias,63
2117v0913,Ali  Mede ,91
2117v0914,Juan  Sanchez,11
2117v0915,Said  Matias,79
2117v0916,Maria Santos,65
2117v0917,Ali  Mede ,38
2117v0918,Uriel Santos,64
2117v0919,Said  Vite,97
2117v0920,Laura Santos,35
2117v0921,Laura Matias,30
2117v0922,Uriel Ontiveros,39
2117v0923,Laura Bautista,35
2117v0924,Flor  Bautista,38
2117v0925,Juan  Ontiveros,32
2117v0926,Juan  Martinez,94
2117v0927,Abelardo  Vite,27
2117v0928,Said  Martinez,33
2117v0929,Ali  Matias,75
2117v0930,Uriel Bautista,41
2117v0931,Juan  Ontiveros,72
2117v0932,Uriel Santos,43
2117v0933,Flor  Santos,27
2117v0934,Maria Sanchez,81
2117v0935,Flor  Ontiveros,54
2117v0936,Juan  Bautista,35
2117v0937,Juan  Mede ,68
2117v0938,Maria Bautista,21
2117v0939,Uriel Ontiveros,95
2117v0940,Laura Hernandez,82
2117v0941,Uriel Matias,19
2117v0942,Abelardo  Bautista,100
2117v0943,Ali  Bautista,82
2117v0944,Juan  Ontiveros,33
2117v0945,Ali  Hernandez,68
2117v0946,Said  Martinez,62
2117v0947,Laura Santos,63
2117v0948,Flor  Hernandez,46
2117v0949,Uriel Ontiveros,21
2117v0950,Pedro  Bautista,38
2117v0951,Abelardo  Hernandez,12
2117v0952,Laura Vite,63
2117v0953,Pedro  Vite,68
2117v0954,Laura Mede ,80
2117v0955,Laura Vite,13
2117v0956,Laura Bautista,16
2117v0957,Laura Matias,60
2117v0958,Abelardo  Matias,66
2117v0959,Said  Matias,2
2117v0960,Uriel Martinez,67
2117v0961,Pedro  Ontiveros,72
2117v0962,Uriel Hernandez,9
2117v0963,Said  Sanchez,92
2117v0964,Laura Mede ,21
2117v0965,Abelardo  Hernandez,51
2117v0966,Flor  Hernandez,14
2117v0967,Ali  Matias,72
2117v0968,Pedro  Matias,31
2117v0969,Ali  Sanchez,58
2117v0970,Said  Vite,97
2117v0971,Pedro  Bautista,94
2117v0972,Flor  Bautista,11
2117v0973,Said  de la cuz ,85
2117v0974,Juan  Vite,9
2117v0975,Ali  Santos,78
2117v0976,Flor  Matias,2
2117v0977,Pedro  Hernandez,68
2117v0978,Said  Vite,40
2117v0979,Said  Santos,83
2117v0980,Pedro  Sanchez,18
2117v0981,Ali  Mede ,29
2117v0982,Laura Martinez,18
2117v0983,Maria Hernandez,61
2117v0984,Emilio  Matias,69
2117v0985,Abelardo  Sanchez,30
2117v0986,Ali  Matias,60
2117v0987,Ali  Mede ,15
2117v0988,Said  Vite,68
2117v0989,Maria Matias,93
2117v0990,Flor  de la cuz ,50
2117v0991,Said  Bautista,76
2117v0992,Ali  Vite,8
2117v0993,Juan  Bautista,65
2117v0994,Emilio  Vite,82
2117v0995,Uriel Hernandez,48
2117v0996,Emilio  Sanchez,53
2117v0997,Uriel Bautista,86
2117v0998,Uriel Vite,6
2117v0999,Pedro  Sanchez,58
2117v1000,Pedro  Sanchez,25
2117v1001,Abelardo  Santos,74
2117v1002,Laura Hernandez,28
2117v1003,Pedro  Hernandez,72
2117v1004,Laura Hernandez,45
2117v1005,Abelardo  Santos,92
2117v1006,Laura Martinez,98
2117v1007,Uriel Bautista,96
2117v1008,Juan  de la cuz ,78
2117v1009,Flor  Martinez,90
2117v1010,Ali  de la cuz ,55
2117v1011,Abelardo  Santos,69
2117v1012,Laura Vite,50
2117v1013,Abelardo  Bautista,41
2117v1014,Uriel Hernandez,77
2117v1015,Ali  Bautista,88
2117v1016,Abelardo  de la cuz ,33
2117v1017,Maria Sanchez,25
2117v1018,Uriel Vite,7
2117v1019,Emilio  Matias,30
2117v1020,Said  Santos,32
2117v1021,Laura Mede ,90
2117v1022,Laura Sanchez,63
2117v1023,Emilio  Hernandez,74
2117v1024,Flor  Santos,57
2117v1025,Laura Martinez,50
2117v1026,Said  Ontiveros,31
2117v1027,Uriel Hernandez,64
2117v1028,Pedro  Ontiveros,78
2117v1029,Said  Sanchez,28
2117v1030,Juan  Hernandez,86
2117v1031,Emilio  Martinez,43
2117v1032,Juan  Martinez,18
2117v1033,Abelardo  Hernandez,88
2117v1034,Uriel Mede ,86
2117v1035,Emilio  Sanchez,8
2117v1036,Uriel Ontiveros,70
2117v1037,Juan  Sanchez,10
2117v1038,Maria Mede ,82
2117v1039,Flor  Sanchez,50
2117v1040,Emilio  de la cuz ,40
2117v1041,Laura Bautista,86
2117v1042,Maria Mede ,15
2117v1043,Flor  Sanchez,52
2117v1044,Juan  Matias,32
2117v1045,Uriel Martinez,48
2117v1046,Pedro  de la cuz ,54
2117v1047,Uriel Sanchez,9
2117v1048,Juan  de la cuz ,49
2117v1049,Maria Bautista,62
2117v1050,Said  Sanchez,46
2117v1051,Pedro  Martinez,23
2117v1052,Said  Ontiveros,96
2117v1053,Emilio  Ontiveros,94
2117v1054,Said  de la cuz ,90
2117v1055,Laura de la cuz ,24
2117v1056,Uriel Mede ,80
2117v1057,Said  Santos,80
2117v1058,Laura Santos,90
2117v1059,Uriel Hernandez,36
2117v1060,Ali  Vite,100
2117v1061,Flor  de la cuz ,1
2117v1062,Said  Bautista,87
2117v1063,Pedro  Sanchez,25
2117v1064,Uriel Martinez,20
2117v1065,Flor  Martinez,64
2117v1066,Emilio  Martinez,90
2117v1067,Abelardo  Santos,65
2117v1068,Pedro  Hernandez,54
2117v1069,Abelardo  Sanchez,10
2117v1070,Juan  Ontiveros,17
2117v1071,Said  Mede ,40
2117v1072,Ali  Vite,45
2117v1073,Said  Ontiveros,1
2117v1074,Maria de la cuz ,8
2117v1075,Maria Matias,29
2117v1076,Maria Mede ,7
2117v1077,Maria Matias,48
2117v1078,Flor  Mede ,51
2117v1079,Laura Ontiveros,83
2117v1080,Emilio  Hernandez,57
2117v1081,Abelardo  de la cuz ,3
2117v1082,Flor  Martinez,90
2117v1083,Ali  Santos,35
2117v1084,Uriel Sanchez,63
2117v1085,Said  Santos,75
2117v1086,Pedro  Vite,8
2117v1087,Abelardo  Sanchez,20
2117v1088,Emilio  Mede ,26
2117v1089,Emilio  Hernandez,69
2117v1090,Juan  Sanchez,74
2117v1091,Abelardo  Hernandez,54
2117v1092,Flor  de la cuz ,7
2117v1093,Abelardo  de la cuz ,78
2117v1094,Said  Hernandez,100
2117v1095,Pedro  Santos,60
2117v1096,Juan  Ontiveros,100
2117v1097,Abelardo  Santos,8
2117v1098,Flor  Matias,49
2117v1099,Uriel Vite,99
2117v1100,Juan  Matias,57
2117v1101,Laura Bautista,59
2117v1102,Juan  Bautista,37
2117v1103,Abelardo  Mede ,45
2117v1104,Ali  Hernandez,74
2117v1105,Said  de la cuz ,33
2117v1106,Laura Mede ,47
2117v1107,Said  Sanchez,15
2117v1108,Juan  Bautista,62
2117v1109,Pedro  Martinez,42
2117v1110,Said  Mede ,46
2117v1111,Flor  Ontiveros,42
2117v1112,Laura Matias,66
2117v1113,Flor  Vite,36
2117v1114,Juan  Martinez,63
2117v1115,Maria Santos,40
2117v1116,Ali  Mede ,25
2117v1117,Maria Ontiveros,87
2117v1118,Uriel Sanchez,80
2117v1119,Laura Bautista,50
2117v1120,Ali  Santos,23
2117v1121,Abelardo  Mede ,28
2117v1122,Uriel Sanchez,83
2117v1123,Abelardo  Vite,86
2117v1124,Flor  Santos,23
2117v1125,Said  Sanchez,42
2117v1126,Maria Sanchez,64
2117v1127,Emilio  Sanchez,62
2117v1128,Ali  Mede ,60
2117v1129,Uriel Sanchez,37
2117v1130,Abelardo  Matias,85
2117v1131,Juan  de la cuz ,91
2117v1132,Ali  de la cuz ,81
2117v1133,Said  Vite,91
2117v1134,Ali  Ontiveros,19
2117v1135,Juan  Sanchez,24
2117v1136,Maria Mede ,44
2117v1137,Juan  Ontiveros,23
2117v1138,Flor  Hernandez,26
2117v1139,Uriel Bautista,73
2117v1140,Laura Ontiveros,19
2117v1141,Pedro  Hernandez,44
2117v1142,Said  Santos,71
2117v1143,Ali  Martinez,29
2117v1144,Emilio  Matias,25
2117v1145,Said  Ontiveros,48
2117v1146,Laura Hernandez,52
2117v1147,Emilio  Sanchez,14
2117v1148,Juan  Santos,18
2117v1149,Uriel Santos,52
2117v1150,Emilio  Vite,15
2117v1151,Laura Martinez,59
2117v1152,Said  Mede ,40
2117v1153,Abelardo  Martinez,41
2117v1154,Abelardo  Bautista,92
2117v1155,Ali  Hernandez,25
2117v1156,Abelardo  Mede ,11
2117v1157,Maria Martinez,70
2117v1158,Maria Hernandez,93
2117v1159,Said  Sanchez,83
2117v1160,Abelardo  de la cuz ,58
2117v1161,Emilio  Santos,21
2117v1162,Uriel Martinez,6
2117v1163,Said  Martinez,28
2117v1164,Emilio  Sanchez,4
2117v1165,Pedro  Bautista,98
2117v1166,Juan  Bautista,73
2117v1167,Juan  de la cuz ,73
2117v1168,Maria Ontiveros,30
2117v1169,Ali  Mede ,84
2117v1170,Uriel Mede ,86
2117v1171,Laura Martinez,34
2117v1172,Laura Sanchez,6
2117v1173,Maria Sanchez,12
2117v1174,Laura Sanchez,71
2117v1175,Laura Bautista,29
2117v1176,Flor  Vite,11
2117v1177,Laura Santos,72
2117v1178,Said  Bautista,94
2117v1179,Laura de la cuz ,18
2117v1180,Said  Vite,69
2117v1181,Said  Bautista,54
2117v1182,Said  Mede ,46
2117v1183,Uriel Martinez,71
2117v1184,Emilio  Vite,22
2117v1185,Juan  Ontiveros,25
2117v1186,Ali  Sanchez,56
2117v1187,Said  Hernandez,57
2117v1188,Laura Martinez,5
2117v1189,Ali  Sanchez,29
2117v1190,Emilio  Santos,33
2117v1191,Maria de la cuz ,43
2117v1192,Maria de la cuz ,99
2117v1193,Flor  Matias,2
2117v1194,Ali  Mede ,11
2117v1195,Flor  Santos,65
2117v1196,Emilio  Matias,8
2117v1197,Pedro  Sanchez,100
2117v1198,Maria Hernandez,59
2117v1199,Pedro  Vite,88
2117v1200,Flor  Santos,17
2117v1201,Abelardo  Bautista,51
2117v1202,Uriel Matias,57
2117v1203,Emilio  Ontiveros,8
2117v1204,Laura Santos,69
2117v1205,Juan  Mede ,17
2117v1206,Flor  Hernandez,62
2117v1207,Laura Sanchez,83
2117v1208,Uriel Bautista,31
2117v1209,Pedro  Ontiveros,61
2117v1210,Ali  Matias,71
2117v1211,Abelardo  Mede ,13
2117v1212,Laura Matias,90
2117v1213,Maria Ontiveros,56
2117v1214,Juan  Sanchez,75
2117v1215,Emilio  Bautista,43
2117v1216,Ali  Martinez,92
2117v1217,Uriel Matias,40
2117v1218,Juan  Ontiveros,56
2117v1219,Juan  Hernandez,39
2117v1220,Juan  Hernandez,41
2117v1221,Flor  Mede ,78
2117v1222,Uriel Sanchez,26
2117v1223,Said  Martinez,3
2117v1224,Emilio  Sanchez,71
2117v1225,Uriel de la cuz ,88
2117v1226,Abelardo  Bautista,99
2117v1227,Pedro  Ontiveros,82
2117v1228,Said  Santos,85
2117v1229,Emilio  Santos,99
2117v1230,Said  Vite,12
2117v1231,Abelardo  Matias,20
2117v1232,Juan  Mede ,90
2117v1233,Flor  Vite,17
2117v1234,Said  Santos,41
2117v1235,Juan  Martinez,13
2117v1236,Emilio  Martinez,37
2117v1237,Abelardo  Vite,76
2117v1238,Maria de la cuz ,89
2117v1239,Abelardo  Vite,12
2117v1240,Juan  Hernandez,86
2117v1241,Flor  Mede ,75
2117v1242,Juan  Vite,2
2117v1243,Uriel Matias,71
2117v1244,Pedro  Martinez,19
2117v1245,Abelardo  Mede ,97
2117v1246,Said  Ontiveros,34
2117v1247,Laura Hernandez,25
2117v1248,Maria Matias,69
2117v1249,Emilio  Santos,37
2117v1250,Abelardo  Sanchez,37
2117v1251,Laura Ontiveros,48
2117v1252,Ali  de la cuz ,67
2117v1253,Pedro  Bautista,68
2117v1254,Abelardo  Matias,47
2117v1255,Laura Vite,92
2117v1256,Juan  Matias,88
2117v1257,Uriel Santos,73
2117v1258,Said  Mede ,53
2117v1259,Maria Bautista,41
2117v1260,Abelardo  Ontiveros,4
2117v1261,Flor  Sanchez,35
2117v1262,Said  Mede ,11
2117v1263,Ali  Martinez,94
2117v1264,Laura Bautista,96
2117v1265,Abelardo  Santos,71
2117v1266,Juan  Martinez,68
2117v1267,Flor  Ontiveros,34
2117v1268,Said  Bautista,100
2117v1269,Maria Bautista,36
2117v1270,Ali  Sanchez,78
2117v1271,Flor  Matias,84
2117v1272,Laura Mede ,54
2117v1273,Maria Matias,70
2117v1274,Uriel Mede ,26
2117v1275,Laura Mede ,41
2117v1276,Maria Mede ,80
2117v1277,Laura Santos,47
2117v1278,Pedro  Matias,42
2117v1279,Abelardo  Matias,12
2117v1280,Flor  Sanchez,86
2117v1281,Said  de la cuz ,30
2117v1282,Ali  Martinez,9
2117v1283,Uriel Martinez,69
2117v1284,Abelardo  de la cuz ,37
2117v1285,Emilio  Matias,82
2117v1286,Flor  Martinez,56
2117v1287,Uriel Martinez,81
2117v1288,Laura Sanchez,86
2117v1289,Said  Hernandez,73
2117v1290,Pedro  Sanchez,61
2117v1291,Maria Sanchez,89
2117v1292,Emilio  Mede ,6
2117v1293,Pedro  Sanchez,3
2117v1294,Abelardo  Hernandez,9
2117v1295,Flor  Santos,76
2117v1296,Uriel Martinez,28
2117v1297,Uriel Sanchez,63
2117v1298,Flor  Matias,67
2117v1299,Pedro  Mede ,35
2117v1300,Emilio  Matias,56
2117v1301,Uriel Mede ,74
2117v1302,Uriel Martinez,87
2117v1303,Said  Santos,13
2117v1304,Pedro  Vite,66
2117v1305,Flor  Matias,35
2117v1306,Said  Hernandez,46
2117v1307,Uriel de la cuz ,12
2117v1308,Abelardo  Bautista,34
2117v1309,Juan  Santos,95
2117v1310,Maria Matias,35
2117v1311,Ali  Ontiveros,85
2117v1312,Maria Mede ,44
2117v1313,Said  Bautista,66
2117v1314,Said  Martinez,58
2117v1315,Said  Mede ,12
2117v1316,Pedro  Vite,79
2117v1317,Juan  Martinez,75
2117v1318,Pedro  Martinez,1
2117v1319,Flor  Mede ,6
2117v1320,Maria de la cuz ,81
2117v1321,Juan  Mede ,8
2117v1322,Juan  Bautista,89
2117v1323,Juan  Sanchez,50
2117v1324,Flor  Sanchez,15
2117v1325,Uriel Santos,27
2117v1326,Ali  Vite,76
2117v1327,Pedro  Martinez,14
2117v1328,Uriel Mede ,37
2117v1329,Flor  Martinez,97
2117v1330,Pedro  Vite,21
2117v1331,Pedro  Vite,83
2117v1332,Emilio  Bautista,24
2117v1333,Maria Hernandez,21
2117v1334,Maria de la cuz ,70
2117v1335,Abelardo  Hernandez,8
2117v1336,Emilio  Matias,49
2117v1337,Flor  Vite,37
2117v1338,Pedro  Bautista,58
2117v1339,Pedro  Sanchez,54
2117v1340,Ali  de la cuz ,57
2117v1341,Uriel Martinez,30
2117v1342,Maria Bautista,37
2117v1343,Pedro  Santos,32
2117v1344,Ali  Matias,10
2117v1345,Maria de la cuz ,89
2117v1346,Pedro  Ontiveros,96
2117v1347,Maria Ontiveros,97
2117v1348,Uriel Sanchez,69
2117v1349,Said  Martinez,2
2117v1350,Maria Hernandez,51
2117v1351,Ali  Hernandez,68
2117v1352,Said  Matias,55
2117v1353,Maria Sanchez,97
2117v1354,Abelardo  Bautista,44
2117v1355,Laura Matias,94
2117v1356,Emilio  Mede ,92
2117v1357,Pedro  Matias,79
2117v1358,Emilio  Matias,51
2117v1359,Pedro  Santos,91
2117v1360,Laura Mede ,82
2117v1361,Abelardo  Bautista,74
2117v1362,Emilio  Hernandez,40
2117v1363,Laura Ontiveros,49
2117v1364,Flor  Hernandez,80
2117v1365,Uriel de la cuz ,14
2117v1366,Laura Hernandez,78
2117v1367,Flor  Sanchez,44
2117v1368,Maria Bautista,62
2117v1369,Flor  Santos,6
2117v1370,Laura Sanchez,19
2117v1371,Flor  Martinez,78
2117v1372,Abelardo  Sanchez,97
2117v1373,Said  Santos,8
2117v1374,Ali  Santos,15
2117v1375,Maria Ontiveros,31
2117v1376,Laura Sanchez,53
2117v1377,Laura Sanchez,36
2117v1378,Ali  Sanchez,61
2117v1379,Uriel Ontiveros,95
2117v1380,Flor  Mede ,17
2117v1381,Juan  Santos,79
2117v1382,Ali  Martinez,59
2117v1383,Uriel Mede ,46
2117v1384,Uriel Hernandez,1
2117v1385,Pedro  Bautista,74
2117v1386,Said  Mede ,51
2117v1387,Emilio  Matias,87
2117v1388,Flor  Ontiveros,34
2117v1389,Ali  Santos,35
2117v1390,Emilio  Ontiveros,89
2117v1391,Abelardo  Bautista,88
2117v1392,Abelardo  Hernandez,23
2117v1393,Maria Mede ,90
2117v1394,Uriel Matias,54
2117v1395,Laura Mede ,83
2117v1396,Said  Matias,66
2117v1397,Said  Sanchez,10
2117v1398,Juan  de la cuz ,62
2117v1399,Pedro  Vite,95
2117v1400,Maria Hernandez,51
2117v1401,Uriel Sanchez,9
2117v1402,Ali  Bautista,87
2117v1403,Pedro  Vite,88
2117v1404,Laura Mede ,21
2117v1405,Maria de la cuz ,38
2117v1406,Juan  Hernandez,72
2117v1407,Abelardo  Vite,30
2117v1408,Maria Bautista,15
2117v1409,Laura Martinez,8
2117v1410,Flor  Vite,34
2117v1411,Uriel Bautista,40
2117v1412,Pedro  Sanchez,42
2117v1413,Flor  Bautista,100
2117v1414,Ali  Hernandez,32
2117v1415,Uriel de la cuz ,55
2117v1416,Juan  Ontiveros,71
2117v1417,Emilio  Ontiveros,77
2117v1418,Said  de la cuz ,45
2117v1419,Flor  de la cuz ,37
2117v1420,Said  Hernandez,84
2117v1421,Flor  Bautista,14
2117v1422,Maria Santos,2
2117v1423,Ali  Sanchez,46
2117v1424,Abelardo  Sanchez,33
2117v1425,Juan  Bautista,10
2117v1426,Juan  Matias,74
2117v1427,Said  de la cuz ,8
2117v1428,Abelardo  Mede ,26
2117v1429,Abelardo  Mede ,72
2117v1430,Maria Hernandez,7
2117v1431,Laura de la cuz ,88
2117v1432,Uriel Martinez,14
2117v1433,Said  Vite,24
2117v1434,Emilio  Bautista,5
2117v1435,Flor  de la cuz ,74
2117v1436,Maria Vite,39
2117v1437,Ali  Hernandez,39
2117v1438,Uriel de la cuz ,47
2117v1439,Ali  Mede ,11
2117v1440,Maria Vite,71
2117v1441,Pedro  Hernandez,69
2117v1442,Pedro  Martinez,54
2117v1443,Abelardo  Hernandez,2
2117v1444,Emilio  Vite,40
2117v1445,Juan  Santos,96
2117v1446,Flor  Hernandez,23
2117v1447,Emilio  Martinez,57
2117v1448,Juan  Santos,67
2117v1449,Laura Ontiveros,94
2117v1450,Said  Vite,61
2117v1451,Ali  Vite,41
2117v1452,Ali  Mede ,20
2117v1453,Juan  Martinez,74
2117v1454,Maria Santos,63
2117v1455,Abelardo  Ontiveros,83
2117v1456,Abelardo  Hernandez,58
2117v1457,Ali  Hernandez,21
2117v1458,Uriel Martinez,95
2117v1459,Laura Bautista,76
2117v1460,Abelardo  Vite,82
2117v1461,Pedro  Sanchez,54
2117v1462,Maria Matias,57
2117v1463,Uriel Matias,53
2117v1464,Emilio  Sanchez,41
2117v1465,Laura Martinez,32
2117v1466,Maria de la cuz ,37
2117v1467,Said  Sanchez,96
2117v1468,Flor  Matias,63
2117v1469,Ali  de la cuz ,76
2117v1470,Pedro  Bautista,47
2117v1471,Laura Vite,66
2117v1472,Abelardo  Martinez,26
2117v1473,Pedro  Vite,38
2117v1474,Abelardo  Matias,98
2117v1475,Laura Mede ,96
2117v1476,Uriel de la cuz ,28
2117v1477,Uriel de la cuz ,57
2117v1478,Laura de la cuz ,84
2117v1479,Abelardo  Ontiveros,45
2117v1480,Flor  Martinez,11
2117v1481,Maria Matias,86
2117v1482,Pedro  Bautista,45
2117v1483,Ali  Ontiveros,49
2117v1484,Laura de la cuz ,16
2117v1485,Uriel Matias,18
2117v1486,Maria Bautista,7
2117v1487,Abelardo  de la cuz ,79
2117v1488,Ali  Matias,4
2117v1489,Emilio  Matias,45
2117v1490,Uriel Ontiveros,87
2117v1491,Pedro  de la cuz ,91
2117v1492,Flor  Mede ,74
2117v1493,Abelardo  Vite,19
2117v1494,Said  Mede ,50
2117v1495,Ali  Hernandez,38
2117v1496,Flor  Matias,79
2117v1497,Pedro  Bautista,43
2117v1498,Abelardo  Sanchez,44
2117v1499,Pedro  Vite,10
2117v1500,Juan  de la cuz ,98
2117v1501,Laura Vite,42
2117v1502,Laura Martinez,81
2117v1503,Maria Sanchez,77
2117v1504,Abelardo  Hernandez,38
2117v1505,Pedro  Santos,83
2117v1506,Uriel Sanchez,9
2117v1507,Abelardo  Vite,46
2117v1508,Pedro  Mede ,83
2117v1509,Said  Santos,67
2117v1510,Uriel Santos,17
2117v1511,Laura Matias,38
2117v1512,Abelardo  Matias,52
2117v1513,Uriel Bautista,69
2117v1514,Emilio  Santos,15
2117v1515,Uriel de la cuz ,29
2117v1516,Maria Mede ,5
2117v1517,Abelardo  de la cuz ,51
2117v1518,Said  Sanchez,9
2117v1519,Uriel de la cuz ,22
2117v1520,Maria Bautista,44
2117v1521,Laura de la cuz ,71
2117v1522,Pedro  Bautista,43
2117v1523,Abelardo  Vite,96
2117v1524,Flor  Mede ,90
2117v1525,Ali  Mede ,59
2117v1526,Laura Hernandez,73
2117v1527,Said  Martinez,54
2117v1528,Laura Martinez,17
2117v1529,Uriel Sanchez,41
2117v1530,Laura Sanchez,66
2117v1531,Flor  de la cuz ,18
2117v1532,Juan  de la cuz ,27
2117v1533,Flor  Mede ,89
2117v1534,Juan  de la cuz ,33
2117v1535,Laura Sanchez,29
2117v1536,Uriel Martinez,96
2117v1537,Abelardo  Santos,3
2117v1538,Maria Hernandez,78
2117v1539,Pedro  Vite,79
2117v1540,Pedro  Bautista,31
2117v1541,Laura Ontiveros,71
2117v1542,Uriel Hernandez,42
2117v1543,Uriel de la cuz ,28
2117v1544,Flor  Vite,7
2117v1545,Juan  Matias,91
2117v1546,Maria de la cuz ,27
2117v1547,Emilio  Matias,79
2117v1548,Ali  Vite,70
2117v1549,Flor  Mede ,80
2117v1550,Emilio  Mede ,44
2117v1551,Juan  Bautista,88
2117v1552,Pedro  Ontiveros,34
2117v1553,Maria Martinez,39
2117v1554,Said  Hernandez,5
2117v1555,Emilio  Matias,19
2117v1556,Ali  Bautista,48
2117v1557,Uriel Santos,99
2117v1558,Pedro  Hernandez,89
2117v1559,Maria Vite,17
2117v1560,Uriel Martinez,82
2117v1561,Juan  Mede ,13
2117v1562,Maria Hernandez,95
2117v1563,Ali  Mede ,96
2117v1564,Maria Matias,83
2117v1565,Said  Sanchez,24
2117v1566,Uriel Matias,51
2117v1567,Laura de la cuz ,79
2117v1568,Ali  Santos,72
2117v1569,Juan  Martinez,75
